order_id,product_id,quantity,unit_price,discount,line_total
SOf1fedb84,P5aa6cacb,8,1039.1,0.0,8312.8
SOf1fedb84,P58d33e21,6,542.48,0.05,3092.14
SO24a8483d,Pde32edf4,6,49.43,0.05,281.75
SO49d3e57c,P499a265a,1,156.56,0.1,140.9
SO49d3e57c,P8af6ce4c,4,8.17,0.05,31.05
SO49d3e57c,P2be52bb7,8,1221.93,0.0,9775.44
SO025810b3,P522845b5,8,80.99,0.1,583.11
SOd3bfc0fa,P37a1cc45,7,37.45,0.0,262.15
SOd3bfc0fa,P1ed0e77b,5,24.93,0.05,118.42
SOd3bfc0fa,Pde32edf4,7,49.43,0.0,346.01
SOdc276aae,Pdb48c9ee,5,139.06,0.0,695.3
SOdc276aae,P37a0efc6,2,54.79,0.0,109.58
SOdc276aae,Pbe069892,7,67.45,0.0,472.15
SOdc276aae,P6bc3575d,6,483.96,0.1,2613.38
SOdc276aae,Pdab1267e,8,225.98,0.0,1807.84
SOd9508c1e,Pe93cc4c1,6,26.91,0.0,161.46
SOd9508c1e,P77772f74,6,69.73,0.0,418.38
SOd9508c1e,Pfbad365e,9,857.42,0.0,7716.78
SOd9508c1e,P32e7cdce,2,1529.68,0.05,2906.39
SOafcaa0f0,P80238d20,9,1293.23,0.0,11639.07
SOafcaa0f0,P0fb2db2b,1,315.01,0.05,299.26
SOafcaa0f0,P2c5c4414,2,949.89,0.05,1804.79
SOafcaa0f0,Pb702965e,7,314.65,0.05,2092.43
SOcb8dfa19,Pd0fa0e9f,10,875.81,0.0,8758.1
SOcb8dfa19,Pde32edf4,2,49.43,0.05,93.92
SOcb8dfa19,P7e945270,1,116.44,0.0,116.44
SO90d52d3c,P31008989,8,1020.53,0.0,8164.24
SO90d52d3c,Pdae71328,1,885.61,0.0,885.61
SO90d52d3c,P1ab20abf,9,366.97,0.0,3302.69
SO90d52d3c,Pb1eb6aa3,6,282.15,0.0,1692.9
SO3a8c5b0e,Pfbad365e,4,857.42,0.0,3429.68
SO3a8c5b0e,P71923486,6,119.3,0.0,715.8
SO3a8c5b0e,P31008989,1,1020.53,0.0,1020.53
SO2bdd722a,P6d3e39ee,10,1036.87,0.05,9850.26
SO2bdd722a,Pd8ee6a2b,1,27.87,0.0,27.87
SO2bdd722a,P64ecb39d,7,678.21,0.0,4747.47
SO2bdd722a,P21e20ef8,9,325.42,0.0,2928.78
SO328c1049,P150673c5,3,984.52,0.05,2805.88
SO328c1049,Peba8359e,1,330.78,0.05,314.24
SO328c1049,Pbbae2dd5,4,479.25,0.0,1917.0
SO328c1049,P21e20ef8,8,325.42,0.0,2603.36
SO328c1049,P984b9129,3,838.48,0.1,2263.9
SOd9df351c,P7326f7f4,6,41.31,0.0,247.85
SOe48cc1ad,Pfbad365e,9,857.42,0.05,7330.94
SOe48cc1ad,P2486f730,8,30.54,0.0,244.32
SOe48cc1ad,P1ab20abf,9,384.67,0.1,3115.83
SObbf09516,P7e945270,4,116.44,0.0,465.76
SObbf09516,Pbe069892,4,68.97,0.0,275.89
SObbf09516,Pb2f63edd,4,66.15,0.0,264.6
SObbf09516,P309cbd26,3,141.45,0.0,424.35
SObbf09516,P31008989,10,1062.94,0.0,10629.4
SO323c13a1,P71923486,6,119.3,0.0,715.8
SO323c13a1,P309cbd26,10,141.45,0.1,1273.05
SO323c13a1,Pa7d69348,10,89.61,0.05,851.29
SO323c13a1,Pb1eb6aa3,5,282.15,0.0,1410.75
SO323c13a1,P266b08a1,4,24.23,0.0,96.92
SO73a305a7,P5e8909d4,4,1155.01,0.1,4158.04
SO73a305a7,Pe940f056,9,47.22,0.0,424.96
SO73a305a7,Pdb48c9ee,4,149.3,0.0,597.2
SO73a305a7,P55e4365b,2,717.08,0.05,1362.45
SO45271cd8,P9316c89b,6,265.48,0.0,1592.88
SO9699f686,P91c57b81,4,821.44,0.05,3121.47
SO9699f686,P2be52bb7,6,1221.93,0.05,6965.0
SO1fc89829,Pededdd25,5,405.59,0.1,1825.15
SO8b09dbd1,P681c50d2,2,899.01,0.05,1708.12
SO3a499073,Pa8d55241,9,251.11,0.0,2259.99
SO65b9987b,P266b08a1,9,26.1,0.0,234.86
SO65b9987b,P258ec8b0,4,163.29,0.0,653.16
SO65b9987b,P7e94cb04,8,1869.13,0.0,14953.04
SO65b9987b,Pdab1267e,4,225.98,0.0,903.92
SO65b9987b,P4f5b8304,8,1889.73,0.05,14361.95
SOed65509c,Pbe069892,5,67.45,0.1,303.53
SO3f507482,Pbbae2dd5,8,436.61,0.1,3143.59
SO3f507482,P984784d6,6,26.16,0.1,141.26
SO3f507482,Pe284be6f,5,192.48,0.05,914.28
SO3f507482,P522845b5,3,77.77,0.0,233.31
SOb83eae8d,P984784d6,10,26.16,0.0,261.6
SOb83eae8d,P522845b5,8,77.77,0.0,622.16
SOb83eae8d,P2e3f25bf,6,39.24,0.0,235.44
SOb83eae8d,Pd87e7c3b,7,109.32,0.1,688.72
SO8305a6cc,P1ab20abf,5,384.67,0.0,1923.35
SO8305a6cc,P77772f74,8,69.73,0.0,557.84
SO8305a6cc,Pa8d55241,9,251.11,0.0,2259.99
SO8305a6cc,Pafb5ceb2,1,95.65,0.0,95.65
SO8305a6cc,P768564ac,9,150.16,0.0,1351.44
SO937dd2f0,P768564ac,6,150.16,0.0,900.96
SO937dd2f0,P15cb23c4,4,117.22,0.0,468.88
SO8cb23f9c,Pcd326c9b,8,782.72,0.0,6261.76
SO8cb23f9c,P266b08a1,1,22.24,0.0,22.24
SO8cb23f9c,Pd87e7c3b,9,109.32,0.0,983.88
SO09f50a25,P266b08a1,1,25.09,0.0,25.09
SO09f50a25,P55e4365b,8,717.08,0.0,5736.64
SOa7050075,P5e8909d4,5,1084.14,0.0,5420.69
SOa7050075,Pdae71328,8,885.61,0.0,7084.88
SO420b3e20,P768564ac,8,150.16,0.0,1201.28
SO6f6105ac,Pdbd241d0,9,127.58,0.0,1148.22
SOc91c1d2d,Pb1d42b13,7,142.4,0.0,996.8
SO2365d34e,Pdb48c9ee,7,149.3,0.0,1045.1
SO2365d34e,P45a3e9ae,8,15.29,0.1,110.09
SO2365d34e,Pe93cc4c1,2,26.91,0.05,51.13
SOa91ed1df,Peba8359e,6,330.78,0.0,1984.68
SOa91ed1df,P681c50d2,6,899.01,0.0,5394.06
SOa91ed1df,P6e8901a4,1,174.04,0.1,156.64
SOa91ed1df,P1e256c76,3,959.16,0.0,2877.48
SO3102fbc2,Pb702965e,3,309.61,0.05,882.38
SOdccc82e0,P000b799a,3,36.83,0.0,110.5
SObff47efb,Pbe069892,4,67.45,0.0,269.8
SObff47efb,P31008989,3,1099.84,0.1,2969.57
SObff47efb,P64ecb39d,5,640.34,0.0,3201.72
SO5f0d6438,Pd0fa0e9f,4,875.81,0.0,3503.24
SO5f0d6438,P266b08a1,7,24.23,0.05,161.13
SO5f0d6438,P21e20ef8,8,343.67,0.0,2749.38
SO615ce28d,P681c50d2,2,842.51,0.05,1600.77
SO615ce28d,P000b799a,4,34.16,0.0,136.64
SO615ce28d,Pa7ae716f,10,13.28,0.1,119.52
SO615ce28d,P21e20ef8,7,325.42,0.0,2277.94
SO8b48893c,P000b799a,8,34.16,0.0,273.28
SO8b48893c,Pdae71328,9,939.63,0.0,8456.69
SO8b48893c,P33796485,9,158.18,0.0,1423.62
SO3de71764,P499a265a,2,156.56,0.0,313.12
SO3de71764,P23dd0eb5,8,38.83,0.0,310.64
SO3de71764,P1e256c76,3,959.16,0.0,2877.48
SO3de71764,Pa8d55241,1,272.61,0.0,272.61
SO4c88ac14,Pe940f056,7,44.78,0.0,313.46
SO4c88ac14,P5aa6cacb,3,1039.1,0.05,2961.43
SO4c88ac14,P77772f74,5,69.73,0.0,348.65
SO4c88ac14,Pb2f63edd,5,72.38,0.0,361.89
SO4c88ac14,P7af6bba0,5,15.61,0.05,74.15
SOc14d94a4,P5e8909d4,6,1155.01,0.0,6930.06
SOc14d94a4,Paa15aa91,2,194.75,0.0,389.5
SOc14d94a4,P266b08a1,9,24.23,0.0,218.07
SO4a03175a,P5b233719,4,43.37,0.0,173.48
SO40d8e9a0,Pe93cc4c1,2,24.24,0.0,48.47
SO40d8e9a0,P02cf2087,6,663.35,0.0,3980.1
SO40d8e9a0,P1e256c76,9,959.16,0.1,7769.2
SO40d8e9a0,Pb880a595,2,303.7,0.0,607.4
SO39984296,P1ed0e77b,1,24.93,0.1,22.44
SO39984296,P0fb2db2b,1,298.38,0.05,283.46
SO39984296,P7af6bba0,4,15.61,0.0,62.44
SO39984296,P31008989,5,1020.53,0.05,4847.52
SO39984296,P6e01d9a3,5,33.22,0.0,166.09
SOad694577,P37a1cc45,8,37.45,0.1,269.64
SOdb449cbb,Pededdd25,2,429.66,0.05,816.36
SO007b1644,Pf4b7500e,1,214.7,0.0,214.7
SO007b1644,P23dd0eb5,8,38.83,0.0,310.64
SO007b1644,Pb880a595,5,303.7,0.0,1518.5
SO007b1644,P35f6e13d,9,440.48,0.0,3964.32
SO007b1644,P58d33e21,7,542.48,0.0,3797.36
SO3476eb1c,P7e945270,7,116.44,0.05,774.33
SO3476eb1c,P681c50d2,10,899.01,0.0,8990.1
SO3476eb1c,Pcd326c9b,9,707.64,0.1,5731.84
SO3476eb1c,Pe284be6f,5,192.48,0.0,962.4
SO3043f9c8,P2c5c4414,9,920.92,0.1,7459.49
SO3043f9c8,P51bcf5d2,9,8.42,0.05,71.99
SO38dad2b7,Pe704ab75,7,418.22,0.0,2927.54
SO38dad2b7,Pb1d42b13,10,142.4,0.0,1424.0
SO9e4575d2,Peba8359e,4,330.78,0.0,1323.12
SO9e4575d2,P768564ac,2,150.16,0.0,300.32
SO9e4575d2,P51bcf5d2,8,8.42,0.0,67.36
SO9e4575d2,Pb2f63edd,5,66.15,0.0,330.75
SO9e4575d2,P1e256c76,1,959.16,0.1,863.24
SO64e722c8,P33796485,3,172.84,0.1,466.66
SO64e722c8,Pf4b7500e,7,214.7,0.0,1502.9
SO4ada8fb7,P7af6bba0,10,15.61,0.0,156.1
SO4ada8fb7,P5c3dbd2c,4,221.39,0.0,885.56
SO4ada8fb7,Pd8ee6a2b,1,29.96,0.0,29.96
SO4ada8fb7,Paa15aa91,9,181.99,0.0,1637.88
SO4ada8fb7,Pdab1267e,5,225.98,0.0,1129.9
SO0289ddb5,P309cbd26,1,136.9,0.0,136.9
SO0289ddb5,Pe940f056,4,44.78,0.0,179.12
SO32cbdfee,P6e8901a4,8,161.43,0.0,1291.44
SO32cbdfee,P7834e026,6,412.5,0.0,2475.0
SO32cbdfee,P2be52bb7,5,1221.93,0.0,6109.65
SO32cbdfee,P51bcf5d2,5,8.42,0.1,37.89
SO32cbdfee,Pbbae2dd5,5,479.25,0.05,2276.44
SO0a2f7e4e,P21e20ef8,6,325.42,0.0,1952.52
SOee197c50,P0a45676d,7,780.51,0.0,5463.57
SOee197c50,P6e01d9a3,10,34.54,0.0,345.42
SOee197c50,P2be52bb7,10,1335.57,0.0,13355.69
SO510845e0,Pa8d55241,5,251.11,0.05,1192.77
SO510845e0,P80238d20,1,1221.82,0.1,1099.64
SO510845e0,P37a1cc45,1,37.45,0.0,37.45
SOe74e3259,P1ab20abf,7,373.45,0.0,2614.18
SOe74e3259,Pd0fa0e9f,8,875.81,0.0,7006.48
SOe74e3259,Pe940f056,5,44.78,0.1,201.51
SOe74e3259,P4f5b8304,2,1889.73,0.0,3779.46
SOe74e3259,Peba8359e,7,330.78,0.0,2315.46
SO5ca1c951,Pa7ae716f,1,13.28,0.0,13.28
SO5ca1c951,P35f6e13d,4,409.17,0.05,1554.84
SO3cb238b3,Pb0eb7e7d,3,483.35,0.1,1305.05
SOfbfed69f,P23dd0eb5,5,38.83,0.0,194.15
SOfbfed69f,P2c5c4414,5,949.89,0.1,4274.51
SOfbfed69f,P32e7cdce,7,1529.68,0.0,10707.76
SOc69f0df7,Pa7ae716f,3,13.28,0.0,39.84
SOc69f0df7,Pa8d55241,4,251.11,0.05,954.22
SOc69f0df7,P91c57b81,10,821.44,0.1,7392.96
SOc69f0df7,Pf4b7500e,10,214.7,0.0,2147.0
SOc69f0df7,P000b799a,9,34.16,0.0,307.44
SOa21f79d1,P7e94cb04,9,1869.13,0.1,15139.95
SOa21f79d1,Pdf9aaa73,7,1085.73,0.05,7220.1
SOa21f79d1,Pb702965e,4,332.28,0.1,1196.21
SOa21f79d1,P1ed0e77b,2,24.93,0.0,49.86
SOa21f79d1,Pb2f63edd,2,66.15,0.05,125.69
SO58b3cf8c,P71923486,10,116.34,0.1,1047.07
SOd0dcc6bf,Pdf9aaa73,1,1085.73,0.0,1085.73
SOd0dcc6bf,Pf4b7500e,3,214.7,0.1,579.69
SOd0dcc6bf,Pd8ee6a2b,4,29.35,0.05,111.53
SOd0dcc6bf,P77772f74,10,69.73,0.05,662.44
SOd0dcc6bf,Pb2f63edd,1,66.15,0.1,59.54
SObe871b71,P77772f74,2,69.73,0.05,132.49
SO6049e253,Pa9b1f4ad,7,23.02,0.0,161.14
SO6049e253,Pbbae2dd5,10,479.25,0.0,4792.5
SO6049e253,P768564ac,4,161.56,0.05,613.93
SO6049e253,P9316c89b,7,265.48,0.0,1858.36
SO6049e253,Pb0eb7e7d,7,483.35,0.1,3045.11
SOf665dd7a,Pe93cc4c1,5,26.91,0.0,134.55
SOf665dd7a,Pcd326c9b,3,782.72,0.05,2230.75
SOf665dd7a,Pdae71328,7,889.29,0.0,6225.01
SOf665dd7a,P2e3f25bf,10,39.24,0.1,353.16
SOaf8b5846,Pfd577618,6,139.47,0.0,836.82
SOaf8b5846,P45a3e9ae,2,15.29,0.0,30.58
SOaf8b5846,Pa99221e5,1,26.42,0.0,26.42
SO8b93f2e8,Pdbd241d0,10,127.58,0.0,1275.8
SO1de30d65,Pde32edf4,10,53.16,0.05,505.0
SO1de30d65,P35f6e13d,1,427.15,0.05,405.79
SO1de30d65,Pd8ee6a2b,8,29.35,0.1,211.32
SO1de30d65,Pededdd25,1,409.83,0.1,368.84
SOb023edae,P32e7cdce,10,1529.68,0.05,14531.96
SOb023edae,P2c5c4414,2,949.89,0.05,1804.79
SOb023edae,P000b799a,2,34.16,0.1,61.49
SOb023edae,P258ec8b0,8,163.29,0.0,1306.32
SObd4babd3,P258ec8b0,5,163.29,0.0,816.45
SObd4babd3,P7e945270,9,118.4,0.05,1012.34
SObd4babd3,Pdab1267e,3,225.98,0.0,677.94
SObd4babd3,P5e8909d4,9,1155.01,0.0,10395.09
SOa4bbcdc1,Pdbd241d0,10,127.58,0.0,1275.8
SO27291100,Pd32e1690,10,492.86,0.0,4928.6
SO27291100,P0fb2db2b,10,298.38,0.05,2834.61
SO27291100,P7e945270,10,116.44,0.0,1164.4
SOdf7ff9e4,P1e256c76,3,959.16,0.0,2877.48
SOdf7ff9e4,P0260b04c,5,52.64,0.0,263.2
SOdf7ff9e4,Paa15aa91,1,194.75,0.1,175.28
SOdf7ff9e4,Pbbae2dd5,10,479.25,0.1,4313.25
SOdf7ff9e4,Pc7eb56da,4,504.09,0.0,2016.36
SOa2126df6,P64ecb39d,9,678.21,0.0,6103.89
SOa2126df6,P2486f730,5,30.54,0.1,137.43
SOa2126df6,P7e94cb04,4,1869.13,0.0,7476.52
SO1afc60a6,Pdbd241d0,5,127.58,0.05,606.0
SO1afc60a6,P5e8909d4,4,1155.01,0.1,4158.04
SO1afc60a6,P1ab20abf,1,384.67,0.05,365.44
SO1afc60a6,Pa7d69348,5,89.61,0.0,448.05
SO1afc60a6,P0fb2db2b,10,298.38,0.1,2685.42
SO8847f7a6,P768564ac,5,150.16,0.1,675.72
SO8847f7a6,P6d3e39ee,1,1036.87,0.1,933.18
SO8847f7a6,Pde32edf4,5,49.43,0.05,234.79
SO8847f7a6,Pededdd25,3,405.59,0.0,1216.77
SO8847f7a6,P71923486,10,107.51,0.05,1021.36
SO786a8903,Pdab1267e,3,209.65,0.0,628.95
SO786a8903,P522845b5,10,77.77,0.0,777.7
SO786a8903,P60295ad9,4,394.99,0.0,1579.96
SO786a8903,Pb880a595,6,303.7,0.0,1822.2
SO786a8903,P059dae10,2,953.58,0.0,1907.16
SO46c4ab87,Pdb48c9ee,2,149.3,0.05,283.67
SO46c4ab87,Pfbad365e,2,857.42,0.0,1714.84
SO46c4ab87,Pdae71328,7,885.61,0.05,5889.31
SO46c4ab87,Pa8d55241,10,251.11,0.0,2511.1
SO46c4ab87,P2be52bb7,4,1330.72,0.05,5056.75
SO39e34b2c,P5b233719,1,43.37,0.0,43.37
SO39e34b2c,P2be52bb7,7,1221.93,0.1,7698.16
SO39e34b2c,P31008989,7,1020.53,0.0,7143.71
SOd9fdf313,P5aa6cacb,7,1039.1,0.05,6910.01
SOd9fdf313,P37a0efc6,7,54.79,0.0,383.53
SOd9fdf313,P681c50d2,3,899.01,0.0,2697.03
SOd9fdf313,Pdf9aaa73,2,1035.56,0.0,2071.12
SO18b45966,P91c57b81,9,821.44,0.05,7023.31
SO18b45966,P32e7cdce,6,1529.68,0.05,8719.18
SO18b45966,P2be52bb7,10,1221.93,0.0,12219.3
SOfea5cebc,Pd0fa0e9f,10,875.81,0.0,8758.1
SOfea5cebc,P5b233719,1,43.37,0.0,43.37
SOfea5cebc,P45a3e9ae,10,15.29,0.05,145.25
SOfea5cebc,P02cf2087,7,663.35,0.0,4643.45
SOfea5cebc,P7e94cb04,8,1869.13,0.0,14953.04
SO13beaba0,P21e20ef8,9,357.02,0.0,3213.16
SO13beaba0,Pdbd241d0,1,127.58,0.0,127.58
SO13beaba0,P681c50d2,9,899.01,0.0,8091.09
SO13beaba0,Pf519fe1a,3,323.74,0.0,971.22
SO522aaa40,P984784d6,7,26.16,0.0,183.12
SO522aaa40,Peba8359e,8,330.78,0.0,2646.24
SO522aaa40,P98c0192a,10,219.69,0.1,1977.25
SO522aaa40,P64ecb39d,6,678.21,0.1,3662.33
SO522aaa40,P32e7cdce,10,1529.68,0.05,14531.96
SOea31de7c,Pd32e1690,3,492.86,0.0,1478.58
SO2847e07f,P522845b5,3,70.28,0.0,210.83
SO2847e07f,P7e945270,7,127.98,0.1,806.27
SO4274e71d,P1e256c76,1,959.16,0.0,959.16
SO4274e71d,P58d33e21,8,542.48,0.05,4122.85
SO943f2e7b,P7834e026,6,412.5,0.0,2475.0
SO943f2e7b,Pb702965e,1,359.95,0.0,359.95
SO943f2e7b,P9da815f8,1,19.82,0.0,19.82
SO943f2e7b,P33796485,2,158.18,0.05,300.54
SOc336fd24,P522845b5,1,74.73,0.0,74.73
SOc336fd24,Pafb5ceb2,3,95.87,0.0,287.61
SOc336fd24,P2486f730,3,30.54,0.0,91.62
SO86bc9906,Pf519fe1a,10,302.01,0.0,3020.1
SOa39c8514,Pa7d69348,7,89.61,0.1,564.54
SOa39c8514,Pdf9aaa73,2,1085.73,0.0,2171.46
SOa39c8514,Pcd326c9b,3,782.72,0.0,2348.16
SO3cd31915,P000b799a,8,34.16,0.0,273.28
SO3cd31915,Pafb5ceb2,6,95.65,0.1,516.51
SO3cd31915,Pbe069892,7,67.45,0.0,472.15
SO3cd31915,P2be52bb7,3,1221.93,0.0,3665.79
SO3cd31915,Pf519fe1a,4,326.28,0.05,1239.88
SO61a391d9,P4f5b8304,1,1889.73,0.0,1889.73
SOc1177b64,P55e4365b,4,717.08,0.0,2868.32
SO71369cc0,P000b799a,9,36.38,0.0,327.4
SO71369cc0,P7e945270,7,116.44,0.0,815.08
SO71369cc0,P768564ac,6,150.16,0.0,900.96
SO71369cc0,Pa7d69348,4,89.61,0.0,358.44
SOf50d1512,P7e94cb04,4,1869.13,0.0,7476.52
SOf50d1512,P64ecb39d,5,678.21,0.0,3391.05
SOf50d1512,P37a0efc6,10,54.79,0.05,520.5
SOf50d1512,Peba8359e,5,330.78,0.0,1653.9
SO104d725d,P02cf2087,6,685.16,0.0,4110.95
SO104d725d,P21e20ef8,3,325.42,0.1,878.63
SO0bec0bf6,P2c5c4414,8,949.89,0.05,7219.16
SO0bec0bf6,Pe704ab75,4,418.22,0.05,1589.24
SO0bec0bf6,P15cb23c4,2,117.22,0.1,211.0
SO0bec0bf6,P6bc3575d,4,483.96,0.0,1935.84
SO81edfaec,P64ecb39d,4,678.21,0.0,2712.84
SO81edfaec,Pafb5ceb2,5,95.65,0.0,478.25
SO81edfaec,P6e8901a4,10,168.1,0.0,1680.97
SO81edfaec,Pb2f63edd,3,66.15,0.1,178.61
SOc4006874,Peba8359e,1,330.78,0.1,297.7
SOc4006874,Pc7eb56da,3,504.09,0.0,1512.27
SOc4006874,Pb702965e,5,332.28,0.0,1661.4
SOacc62123,P4f5b8304,7,1889.73,0.0,13228.11
SOacc62123,Pe5a125a2,8,1174.6,0.05,8926.96
SOacc62123,Pe940f056,3,44.78,0.1,120.91
SO974786f4,Pededdd25,1,403.44,0.05,383.27
SO974786f4,Pfd577618,7,139.47,0.0,976.29
SOeb6152b0,Pafb5ceb2,7,95.18,0.0,666.28
SOeb6152b0,Pdb48c9ee,7,149.3,0.1,940.59
SOeb6152b0,Pdae71328,10,885.61,0.0,8856.1
SOc43dedb7,Pb0eb7e7d,1,483.35,0.0,483.35
SOc43dedb7,Pa9b1f4ad,2,23.02,0.0,46.04
SOc43dedb7,Pdab1267e,5,225.98,0.05,1073.4
SO8437983d,P91c57b81,10,821.44,0.0,8214.4
SO8437983d,Pd8ee6a2b,9,29.35,0.0,264.15
SO8437983d,Pbbae2dd5,8,479.25,0.0,3834.0
SOce31fa70,Pfd577618,2,139.47,0.1,251.05
SOce31fa70,Pa7d69348,4,89.61,0.1,322.6
SOce31fa70,Pf750a342,5,26.02,0.0,130.1
SOce31fa70,P4f5b8304,1,1889.73,0.1,1700.76
SO341aad9c,P64ecb39d,2,678.21,0.05,1288.6
SO341aad9c,P6e8901a4,5,153.95,0.0,769.77
SO341aad9c,P9da815f8,2,19.82,0.0,39.64
SO23afcef5,P8b160812,8,14.48,0.0,115.84
SO23afcef5,P58d33e21,3,542.48,0.0,1627.44
SOd26cb3c9,P80238d20,7,1293.23,0.0,9052.61
SOd26cb3c9,P4f5b8304,9,1889.73,0.0,17007.57
SOd26cb3c9,P35f6e13d,3,440.48,0.0,1321.44
SOd26cb3c9,P2be52bb7,9,1119.34,0.1,9066.64
SO5f0a640e,P5e8909d4,3,1155.01,0.05,3291.78
SO5f0a640e,Pdb48c9ee,9,149.3,0.0,1343.7
SO5f0a640e,P6e01d9a3,8,36.13,0.05,274.59
SO5f0a640e,Pdae71328,8,885.61,0.1,6376.39
SOfbbb2561,Pd0fa0e9f,10,927.72,0.0,9277.19
SOaaf3e166,Pb702965e,4,332.28,0.0,1329.12
SOaaf3e166,P45a3e9ae,7,15.29,0.0,107.03
SO73adbb76,Pbe069892,9,67.45,0.05,576.7
SO4ce1278e,P5e8909d4,10,1155.01,0.0,11550.1
SO4ce1278e,P33796485,9,158.18,0.0,1423.62
SO4ce1278e,P51bcf5d2,3,8.42,0.1,22.73
SO4ce1278e,Pe5a125a2,8,1174.6,0.0,9396.8
SO3297f67e,P51bcf5d2,4,8.42,0.1,30.31
SO90f8dc63,P6bc3575d,4,483.96,0.0,1935.84
SO90f8dc63,P5aa6cacb,3,1039.1,0.0,3117.3
SO90f8dc63,P059dae10,9,953.58,0.0,8582.22
SO90f8dc63,P37a0efc6,1,54.79,0.0,54.79
SO3d87e065,P80238d20,9,1293.23,0.05,11057.12
SO8799b96a,P71923486,8,119.3,0.1,858.96
SO8799b96a,Pededdd25,7,405.59,0.05,2697.17
SOd22a3e68,Pb1d42b13,1,156.4,0.0,156.4
SOd22a3e68,P60295ad9,9,394.99,0.0,3554.91
SOd22a3e68,P51bcf5d2,1,8.42,0.05,8.0
SOd22a3e68,P37a0efc6,6,55.37,0.0,332.21
SO2a0cb9d8,P55e4365b,8,717.08,0.0,5736.64
SO2a0cb9d8,P2c5c4414,9,1014.52,0.1,8217.61
SOb90a6219,P5c3dbd2c,9,221.39,0.0,1992.51
SOb90a6219,Pededdd25,10,405.59,0.0,4055.9
SOb90a6219,P37a0efc6,9,54.79,0.0,493.11
SOb90a6219,P5e8909d4,10,1155.01,0.0,11550.1
SO9fc267d7,P58d33e21,8,542.48,0.0,4339.84
SO9fc267d7,Pa7d69348,10,89.61,0.0,896.1
SO81fe07a3,Pb2f63edd,8,66.15,0.1,476.28
SO81fe07a3,P5c3dbd2c,7,221.39,0.0,1549.73
SO81fe07a3,P5e8909d4,6,1155.01,0.0,6930.06
SO81fe07a3,P8b160812,10,14.48,0.1,130.32
SO81fe07a3,Pdae71328,3,885.61,0.1,2391.15
SO54ccf062,P0a45676d,5,780.51,0.1,3512.3
SO54ccf062,P32e7cdce,3,1529.68,0.0,4589.04
SO54ccf062,Pe704ab75,1,418.22,0.0,418.22
SO8e8f8e81,P499a265a,2,153.59,0.1,276.47
SO8e8f8e81,Pdae71328,5,885.61,0.0,4428.05
SO8e8f8e81,P64ecb39d,2,703.53,0.05,1336.71
SO45392b21,Pdf9aaa73,5,1085.73,0.0,5428.65
SO95440698,P7af6bba0,3,15.61,0.0,46.83
SO71a675d7,P71923486,9,119.3,0.0,1073.7
SO662b103b,P02cf2087,4,698.62,0.0,2794.5
SO662b103b,Pa99221e5,9,26.42,0.0,237.78
SO662b103b,Pdae71328,9,885.61,0.0,7970.49
SO662b103b,Pb702965e,4,332.28,0.0,1329.12
SO2c187be4,P9da815f8,2,18.09,0.0,36.19
SO59d28df0,P77772f74,2,69.73,0.0,139.46
SO59d28df0,Pf4b7500e,1,214.7,0.0,214.7
SO59d28df0,P6e01d9a3,10,36.13,0.0,361.3
SO59d28df0,P000b799a,3,34.16,0.0,102.48
SO2d3f1979,P5aa6cacb,7,1039.1,0.0,7273.7
SO2d3f1979,Pa8d55241,5,251.11,0.05,1192.77
SO2d3f1979,Pc7eb56da,8,504.09,0.0,4032.72
SO2d3f1979,P33796485,3,149.67,0.0,449.01
SOebf88202,P0fb2db2b,1,298.38,0.0,298.38
SOebf88202,P7e94cb04,3,1869.13,0.0,5607.39
SOebf88202,P1e256c76,4,1014.01,0.0,4056.03
SOebf88202,Pb702965e,2,332.28,0.0,664.56
SOebf88202,P1ab20abf,5,384.67,0.0,1923.35
SO6341e5f5,P984b9129,2,838.48,0.1,1509.26
SO6341e5f5,P45a3e9ae,9,15.29,0.05,130.73
SO6341e5f5,P7834e026,3,412.5,0.0,1237.5
SO3d5f1171,P6d3e39ee,4,1036.87,0.1,3732.73
SO3d5f1171,P35f6e13d,4,440.48,0.05,1673.82
SO3d5f1171,Pa99221e5,6,26.42,0.1,142.67
SO7bb7c728,P7e945270,8,116.44,0.1,838.37
SO7bb7c728,Pa7ae716f,5,13.28,0.0,66.4
SO7bb7c728,P8b160812,3,14.48,0.0,43.44
SOad22ec1c,Pde32edf4,2,49.43,0.0,98.86
SO51caaff3,P51bcf5d2,4,8.42,0.05,32.0
SO51caaff3,P1ab20abf,7,354.5,0.0,2481.49
SO51caaff3,Pc7eb56da,9,522.37,0.0,4701.34
SOd13ebebe,P55e4365b,9,717.08,0.0,6453.72
SOd13ebebe,P059dae10,3,953.58,0.1,2574.67
SOd13ebebe,Pcd326c9b,2,782.72,0.0,1565.44
SOd13ebebe,Pb1d42b13,1,142.4,0.0,142.4
SO3bd89f15,P4f5b8304,1,1794.95,0.0,1794.95
SO3bd89f15,P0fb2db2b,2,298.38,0.0,596.76
SOd64774fe,Pb0eb7e7d,8,483.35,0.1,3480.12
SOd64774fe,P7326f7f4,1,43.15,0.0,43.15
SOd64774fe,P58d33e21,10,542.48,0.0,5424.8
SO995df6c1,Peba8359e,1,330.78,0.0,330.78
SO995df6c1,Pdae71328,5,885.61,0.0,4428.05
SO995df6c1,Pa99221e5,6,26.42,0.1,142.67
