transaction_id,product_id,transaction_type,quantity,transaction_date,unit_cost,location,reference_document,status
Tbea9b35d,Pe284be6f,Bestandskorrektur,5,2023-07-27 10:37:12,134.736,Retouren,REF891540,Geplant
Ta353b30a,Pdae71328,Bestandskorrektur,4,2023-11-19 08:05:40,619.927,Hauptlager,REF544252,Geplant
Tb26a6ebe,,Ausgang,-15,2024-06-16 14:01:13,,Retouren,REF278081,In Bearbeitung
Tf28fa1c4,,Bestandskorrektur,-4,2024-03-17 03:20:50,,Hauptlager,REF740979,Abgeschlossen
Tb41e911d,Pa7ae716f,Ausgang,-20,2024-10-25 13:03:59,9.296,Versand,REF395023,In Bearbeitung
T67d8c4ce,Pcd326c9b,Ausgang,-10,2024-01-17 14:56:55,547.904,Außenlager,REF947014,Geplant
T010350cf,Pa7ae716f,Retoure,1,2024-03-24 01:56:34,9.296,Außenlager,REF752796,In Bearbeitung
T3e748351,P7e945270,Bestandskorrektur,3,2024-11-07 21:07:04,81.508,Außenlager,REF620051,Geplant
T0a4c6027,Pfbad365e,Bestandskorrektur,-2,2023-03-13 13:43:36,600.194,Retouren,REF964877,Geplant
T7b39dc1f,P2c5c4414,Eingang,81,2024-06-02 21:29:44,664.923,Außenlager,REF568855,Abgeschlossen
Tbb7157b0,,Retoure,1,2023-02-28 15:25:46,,Hauptlager,REF328064,Abgeschlossen
T9e36672c,P1ed0e77b,Eingang,51,2024-05-03 16:40:33,17.450999999999997,Hauptlager,REF553198,Abgeschlossen
T12505d86,Pb2f63edd,Retoure,5,2023-05-25 17:30:14,46.305,Retouren,REF100235,Geplant
Tf0e9cb3e,P2486f730,Bestandskorrektur,1,2023-05-28 14:15:22,21.377999999999997,Versand,REF626104,Geplant
T6f67e935,Pc7eb56da,Bestandskorrektur,2,2024-04-11 16:28:39,352.86299999999994,Retouren,REF926428,In Bearbeitung
Tbe8389c3,,Eingang,59,2024-08-17 17:09:56,,Retouren,REF868931,Abgeschlossen
T644f8c60,,Eingang,31,2023-07-17 18:05:57,,Versand,REF825976,Abgeschlossen
T6f561442,Pa7d69348,Ausgang,-16,2023-07-12 12:01:05,62.727,Außenlager,REF838288,In Bearbeitung
T0427962d,P1e256c76,Bestandskorrektur,2,2024-10-04 07:05:08,671.4119999999999,Hauptlager,REF467455,Geplant
Tb1f9f192,P71923486,Ausgang,-12,2024-07-25 15:03:43,83.50999999999999,Außenlager,REF635780,In Bearbeitung
T5e3daffe,,Eingang,53,2023-11-28 12:37:10,,Versand,REF9556,Abgeschlossen
Tbc8d063e,,Ausgang,-6,2023-03-18 19:50:15,,Versand,REF49203,In Bearbeitung
T2cfc77af,P7e945270,Bestandskorrektur,3,2023-01-03 05:54:23,81.508,Retouren,REF81623,Abgeschlossen
Tbedd0d5e,Pcd326c9b,Retoure,1,2023-06-09 11:28:36,547.904,Hauptlager,REF764100,Geplant
Teeb7df56,P2e3f25bf,Retoure,5,2023-12-11 07:06:57,27.468,Versand,REF132088,Abgeschlossen
T62b005b0,P2be52bb7,Retoure,1,2023-03-27 04:05:43,855.351,Retouren,REF752008,In Bearbeitung
Td63ad38b,P77772f74,Eingang,20,2023-05-27 05:53:13,48.811,Außenlager,REF157990,Geplant
T34f8a41f,P5e8909d4,Eingang,87,2024-09-19 18:01:21,808.507,Versand,REF320865,Geplant
Tdbbc4de9,P31008989,Bestandskorrektur,-2,2024-06-05 18:22:31,714.371,Außenlager,REF747537,In Bearbeitung
Tc744592b,P6e8901a4,Bestandskorrektur,4,2023-01-09 18:19:19,113.00099999999999,Retouren,REF398792,In Bearbeitung
T016e12ca,P059dae10,Bestandskorrektur,-5,2024-05-30 12:41:57,667.506,Retouren,REF858537,Geplant
Ta1bee051,P7af6bba0,Eingang,68,2024-07-18 14:15:47,10.927,Retouren,REF688190,Geplant
T8bf11ede,P1e256c76,Bestandskorrektur,-1,2024-05-04 01:18:37,671.4119999999999,Retouren,REF208077,Geplant
T2ebc5e97,Pdae71328,Ausgang,-1,2023-05-25 13:51:30,619.927,Retouren,REF892816,In Bearbeitung
Ta177de7b,Pbe069892,Retoure,4,2023-04-03 05:39:44,47.214999999999996,Hauptlager,REF778796,Geplant
T6f77a3c5,,Retoure,1,2023-08-24 21:55:57,,Außenlager,REF612235,Abgeschlossen
Te1613f71,P31008989,Ausgang,-17,2024-05-20 23:28:55,714.371,Hauptlager,REF657292,In Bearbeitung
Tf8c09c6f,Pb0eb7e7d,Ausgang,-20,2023-02-19 02:53:09,338.34499999999997,Versand,REF466151,Abgeschlossen
T1b378b29,Pd87e7c3b,Retoure,4,2023-04-11 10:51:30,76.52399999999999,Retouren,REF160300,Geplant
T03315634,,Retoure,1,2024-12-29 12:42:26,,Hauptlager,REF9355,In Bearbeitung
Td5463b1f,,Retoure,1,2023-08-24 12:56:17,,Außenlager,REF75164,In Bearbeitung
Tfea40b2a,Pd32e1690,Ausgang,-7,2024-05-16 04:21:55,345.002,Außenlager,REF787799,Abgeschlossen
T4aa97425,,Ausgang,-7,2024-07-09 21:14:23,,Hauptlager,REF901131,Abgeschlossen
T7b4da7e9,P059dae10,Bestandskorrektur,-2,2023-02-20 05:08:49,667.506,Versand,REF668244,Geplant
T9d6e46d3,Pa8d55241,Bestandskorrektur,-5,2023-06-14 08:47:14,175.777,Außenlager,REF823065,Abgeschlossen
T535acc42,P7834e026,Eingang,51,2023-08-09 23:42:57,288.75,Außenlager,REF56068,In Bearbeitung
Te81ed020,P2486f730,Eingang,24,2024-05-02 00:09:20,21.377999999999997,Versand,REF194904,Geplant
Td0b54f4d,Pdae71328,Retoure,2,2023-04-01 18:32:39,619.927,Retouren,REF108099,In Bearbeitung
Tae63f440,P71923486,Eingang,86,2024-11-26 11:28:25,83.50999999999999,Außenlager,REF695577,Geplant
Tfcdc16a9,Pe5a125a2,Bestandskorrektur,-5,2023-08-29 04:02:22,822.2199999999999,Hauptlager,REF40932,In Bearbeitung
Tc8be1087,P5aa6cacb,Bestandskorrektur,-5,2024-07-16 10:58:11,727.3699999999999,Hauptlager,REF242016,In Bearbeitung
Tb2e37228,Pde32edf4,Retoure,4,2024-03-31 06:51:00,34.601,Versand,REF950740,Geplant
T42ab497a,P80238d20,Retoure,1,2024-02-22 08:39:44,905.261,Außenlager,REF630169,In Bearbeitung
T3760edf7,P150673c5,Eingang,84,2023-01-16 13:54:57,689.164,Versand,REF27983,Geplant
T7d868486,Pd8ee6a2b,Ausgang,-18,2024-08-27 10:06:30,20.544999999999998,Außenlager,REF885872,Abgeschlossen
Ta15dc905,P5e8909d4,Eingang,35,2023-06-26 20:10:23,808.507,Hauptlager,REF183398,Geplant
T74816cba,P1e256c76,Bestandskorrektur,5,2024-01-26 15:30:13,671.4119999999999,Versand,REF383727,Geplant
T64fd89af,,Eingang,39,2024-08-28 21:17:18,,Retouren,REF187825,Geplant
Ta3fd21cd,P2486f730,Eingang,84,2024-08-18 06:50:45,21.377999999999997,Versand,REF476242,In Bearbeitung
Ta1cf9239,P2e3f25bf,Ausgang,-7,2024-11-23 16:40:25,27.468,Versand,REF896905,In Bearbeitung
Tdec91157,Paa15aa91,Eingang,17,2024-05-07 13:45:54,136.325,Außenlager,REF415193,In Bearbeitung
Ta7817dc8,Pcd326c9b,Ausgang,-7,2024-12-06 06:31:14,547.904,Retouren,REF249953,Geplant
T6b6e6b7b,Peba8359e,Bestandskorrektur,5,2024-04-23 13:02:45,231.54599999999996,Außenlager,REF96947,In Bearbeitung
T7b6859ab,P1ed0e77b,Retoure,4,2023-12-20 10:52:40,17.450999999999997,Versand,REF820561,Geplant
Tfa670b00,P7834e026,Bestandskorrektur,1,2023-09-22 05:28:27,288.75,Versand,REF851082,Geplant
T5b685952,Pe284be6f,Retoure,4,2024-11-20 03:03:18,134.736,Außenlager,REF85862,In Bearbeitung
T1d0618ce,P37a1cc45,Eingang,30,2024-03-17 07:51:00,26.215,Versand,REF982018,Geplant
T0bdda154,Pd8ee6a2b,Eingang,64,2023-07-14 14:41:09,20.544999999999998,Hauptlager,REF94030,In Bearbeitung
T5cff01d3,,Retoure,1,2023-02-28 23:36:54,,Versand,REF708185,Abgeschlossen
T9049de96,P55e4365b,Bestandskorrektur,1,2024-02-27 18:19:48,501.956,Versand,REF395989,Geplant
T92a6350b,P45a3e9ae,Bestandskorrektur,0,2023-08-15 04:55:12,10.703,Versand,REF545367,Abgeschlossen
Tc5a3c8ae,P059dae10,Bestandskorrektur,-5,2024-09-11 13:04:41,667.506,Retouren,REF812172,Geplant
T2be14ee3,Pbe069892,Ausgang,-3,2024-06-08 12:50:56,47.214999999999996,Retouren,REF684354,Geplant
T082412e2,Pf519fe1a,Eingang,91,2024-10-31 09:44:18,211.40699999999998,Retouren,REF821643,In Bearbeitung
T08a507be,Pb1d42b13,Bestandskorrektur,1,2023-05-16 09:42:59,99.67999999999999,Versand,REF553551,In Bearbeitung
T31ca5cc1,P7e945270,Ausgang,-1,2023-01-20 19:10:40,81.508,Außenlager,REF108183,Geplant
T15238606,P7e945270,Bestandskorrektur,2,2024-08-05 19:53:58,81.508,Hauptlager,REF988306,Abgeschlossen
Te1d41b01,Pdb48c9ee,Retoure,4,2024-08-13 17:09:25,104.51,Außenlager,REF289265,Geplant
Taaa869c9,,Eingang,79,2024-07-31 11:37:56,,Hauptlager,REF80773,Abgeschlossen
T0f45b1a4,P37a1cc45,Retoure,3,2023-05-08 03:30:32,26.215,Versand,REF668484,In Bearbeitung
T10854329,Pbe069892,Eingang,41,2023-08-03 02:45:50,47.214999999999996,Retouren,REF83025,Geplant
T7c85ae78,,Eingang,12,2023-07-07 19:54:48,,Retouren,REF739841,Abgeschlossen
T75b3c143,P98c0192a,Eingang,19,2024-05-24 22:19:26,152.012,Außenlager,REF357327,Geplant
T3f6171cf,P059dae10,Retoure,1,2024-10-03 22:51:01,667.506,Hauptlager,REF199171,Abgeschlossen
T24b4c40c,P51bcf5d2,Eingang,12,2023-08-14 08:34:59,5.893999999999999,Versand,REF673197,Abgeschlossen
T3f9599c4,P309cbd26,Ausgang,-15,2023-12-09 17:13:58,99.01499999999999,Versand,REF499191,In Bearbeitung
T156af536,,Retoure,5,2023-06-11 14:13:41,,Außenlager,REF208192,Abgeschlossen
T3d05ac89,P4f5b8304,Bestandskorrektur,5,2024-11-08 12:09:45,1322.811,Hauptlager,REF509083,Geplant
T236495fe,Pbe069892,Bestandskorrektur,4,2023-03-10 22:34:23,47.214999999999996,Retouren,REF136150,Abgeschlossen
T8711251c,Pde32edf4,Eingang,11,2023-02-12 00:25:51,34.601,Retouren,REF859781,Abgeschlossen
T2ca5828d,Pf750a342,Eingang,19,2024-05-17 22:26:50,18.214,Versand,REF3432,Abgeschlossen
Taf0a68b0,P8b160812,Eingang,92,2024-02-06 21:09:12,10.136,Hauptlager,REF580314,In Bearbeitung
T8f4a94c2,Pb2f63edd,Retoure,5,2023-10-12 04:03:18,46.305,Versand,REF121208,Geplant
Tcdf29b5b,P58d33e21,Ausgang,-17,2023-12-22 18:44:39,379.736,Retouren,REF633529,Geplant
Tce1de23d,P150673c5,Eingang,90,2023-04-08 10:00:34,689.164,Retouren,REF252058,Abgeschlossen
T016aba2b,P02cf2087,Eingang,89,2023-06-01 04:57:42,464.34499999999997,Retouren,REF564375,Abgeschlossen
T64f6a034,Pd32e1690,Retoure,1,2024-10-18 14:06:53,345.002,Hauptlager,REF923208,Abgeschlossen
T73c88de8,P15cb23c4,Eingang,40,2023-02-17 21:19:22,82.05399999999999,Versand,REF799428,Abgeschlossen
T8f413876,Pbe069892,Retoure,1,2024-05-18 13:49:52,47.214999999999996,Versand,REF869825,In Bearbeitung
T7f5f0ef7,,Bestandskorrektur,-3,2023-02-28 17:07:33,,Außenlager,REF802542,Abgeschlossen
T37780913,Pf750a342,Bestandskorrektur,1,2024-05-24 00:21:33,18.214,Retouren,REF769859,In Bearbeitung
T13ac8819,P98c0192a,Ausgang,-11,2024-04-10 03:57:17,152.012,Hauptlager,REF126368,Abgeschlossen
T94263f1e,Pf750a342,Eingang,37,2023-01-21 03:10:44,18.214,Außenlager,REF418973,In Bearbeitung
T2d7f4ade,P522845b5,Retoure,4,2023-02-18 10:58:54,54.43899999999999,Versand,REF57002,Abgeschlossen
Teb561ab3,P5aa6cacb,Eingang,89,2024-02-19 19:49:28,727.3699999999999,Hauptlager,REF919009,Abgeschlossen
Ta76c97c5,P9da815f8,Ausgang,-11,2024-12-18 18:45:38,13.873999999999999,Retouren,REF205848,In Bearbeitung
T1c090cdf,Pe284be6f,Retoure,1,2023-04-01 09:50:19,134.736,Versand,REF609078,Abgeschlossen
T354f80ec,P9316c89b,Ausgang,-6,2023-08-17 00:30:39,185.836,Hauptlager,REF878017,In Bearbeitung
T7ac5b42d,P21e20ef8,Eingang,32,2023-09-11 17:55:05,227.79399999999998,Außenlager,REF588313,Geplant
T616576ba,Pd0fa0e9f,Bestandskorrektur,1,2024-03-23 22:39:17,613.0669999999999,Hauptlager,REF462538,Geplant
T2bcfca3f,P4f5b8304,Bestandskorrektur,-5,2024-05-27 02:30:09,1322.811,Hauptlager,REF12625,In Bearbeitung
Tf1dfaa48,,Bestandskorrektur,4,2024-09-08 20:12:10,,Versand,REF870246,Geplant
Ta6258732,P768564ac,Ausgang,-14,2024-02-04 19:10:09,105.112,Hauptlager,REF89178,Abgeschlossen
Te1252b4f,P45a3e9ae,Ausgang,-20,2023-12-10 19:50:41,10.703,Außenlager,REF878881,Geplant
T0b3c8406,P71923486,Ausgang,-11,2023-02-08 12:02:08,83.50999999999999,Außenlager,REF640111,In Bearbeitung
T958cdc07,P7834e026,Retoure,2,2024-07-20 21:09:17,288.75,Retouren,REF393178,Abgeschlossen
T14606236,P6bc3575d,Ausgang,-12,2023-06-12 15:17:17,338.772,Außenlager,REF798897,Abgeschlossen
Tc65e6a39,Pf519fe1a,Bestandskorrektur,-4,2024-02-28 20:03:02,211.40699999999998,Versand,REF104446,Geplant
Tb66af7ff,P266b08a1,Eingang,55,2023-07-31 00:03:36,16.961,Außenlager,REF588102,Abgeschlossen
T5ae82eb3,P2c5c4414,Eingang,81,2023-08-09 06:16:59,664.923,Versand,REF920909,Abgeschlossen
Tbd1f08a1,Pd8ee6a2b,Eingang,10,2023-02-04 01:07:53,20.544999999999998,Hauptlager,REF649494,Abgeschlossen
T295cbdaf,P2be52bb7,Ausgang,-5,2023-02-04 12:49:54,855.351,Außenlager,REF669108,Geplant
Tc2803b55,P7326f7f4,Ausgang,-15,2024-12-19 06:23:19,30.205,Hauptlager,REF479456,Geplant
Tebcf6642,P1e256c76,Eingang,38,2023-04-09 04:18:10,671.4119999999999,Hauptlager,REF830586,In Bearbeitung
T7a4142d0,Pe704ab75,Bestandskorrektur,-1,2024-03-02 11:30:39,292.754,Versand,REF941960,Abgeschlossen
Ted95240c,P32e7cdce,Ausgang,-19,2024-12-12 00:21:35,1070.776,Versand,REF626338,In Bearbeitung
T4e304fed,Pbbae2dd5,Ausgang,-20,2024-12-24 16:25:49,335.47499999999997,Hauptlager,REF506096,In Bearbeitung
Te815287a,Pb880a595,Eingang,94,2024-04-13 02:00:02,212.58999999999997,Retouren,REF44808,Geplant
T23b12460,P55e4365b,Eingang,36,2024-05-09 01:42:24,501.956,Außenlager,REF401902,Geplant
T5db56ddc,P2be52bb7,Ausgang,-18,2023-07-31 19:58:14,855.351,Außenlager,REF153935,Geplant
T3844539c,P059dae10,Eingang,45,2023-03-20 05:12:07,667.506,Versand,REF223896,Geplant
T92662b7d,P45a3e9ae,Retoure,1,2024-11-20 03:59:49,10.703,Außenlager,REF203781,In Bearbeitung
Tfa542828,,Retoure,5,2023-09-20 11:00:54,,Versand,REF653307,In Bearbeitung
Tce9c9f89,Pbbae2dd5,Ausgang,-17,2023-09-10 04:03:21,335.47499999999997,Retouren,REF929741,Geplant
T122c3998,Pb2f63edd,Retoure,2,2023-03-05 04:44:45,46.305,Außenlager,REF416606,Abgeschlossen
T5d259f94,,Ausgang,-6,2023-06-20 00:01:26,,Hauptlager,REF167523,Abgeschlossen
T558e93b8,Peba8359e,Ausgang,-17,2024-04-19 07:01:53,231.54599999999996,Hauptlager,REF102228,Geplant
Tddf5ac1a,P6e01d9a3,Eingang,79,2024-05-12 13:29:07,25.291,Versand,REF154629,Abgeschlossen
Tf74fcbaf,P0260b04c,Retoure,2,2023-01-28 20:58:34,36.848,Außenlager,REF992077,In Bearbeitung
Te0e077d3,P9da815f8,Ausgang,-9,2024-06-24 19:20:07,13.873999999999999,Retouren,REF55683,Abgeschlossen
Tccc978ba,P6e8901a4,Ausgang,-18,2024-12-17 22:55:54,113.00099999999999,Außenlager,REF18472,Geplant
T1c7aaf61,Pb1d42b13,Bestandskorrektur,-5,2024-09-09 16:36:52,99.67999999999999,Hauptlager,REF177370,Abgeschlossen
T97d4c3b5,P37a0efc6,Bestandskorrektur,-2,2023-01-13 09:37:20,38.352999999999994,Hauptlager,REF807113,Abgeschlossen
T3c5786e8,Pe284be6f,Eingang,30,2024-05-23 07:47:54,134.736,Hauptlager,REF232502,In Bearbeitung
T6a8495d4,P9da815f8,Ausgang,-20,2023-12-01 13:14:27,13.873999999999999,Retouren,REF34748,Abgeschlossen
T1b59187a,P768564ac,Ausgang,-5,2023-11-04 03:08:44,105.112,Außenlager,REF608308,Geplant
Tdeb078eb,P7e94cb04,Retoure,2,2024-08-22 14:03:36,1308.391,Hauptlager,REF890750,Geplant
Tbbe015df,Paa15aa91,Bestandskorrektur,1,2023-05-25 13:18:51,136.325,Retouren,REF337349,Abgeschlossen
T836c2424,,Ausgang,-10,2024-08-16 06:43:28,,Retouren,REF435939,In Bearbeitung
T90e5e36c,P6e8901a4,Bestandskorrektur,2,2024-09-21 23:16:14,113.00099999999999,Außenlager,REF334078,Geplant
Tb1e4036d,P6bc3575d,Retoure,4,2024-06-23 02:52:10,338.772,Hauptlager,REF111880,Geplant
T979cfc59,P58d33e21,Eingang,70,2023-07-15 13:14:17,379.736,Außenlager,REF870015,Abgeschlossen
T5904a4cb,P51bcf5d2,Ausgang,-17,2024-01-15 19:38:19,5.893999999999999,Versand,REF482627,In Bearbeitung
T728b4caa,P7af6bba0,Bestandskorrektur,2,2023-01-28 11:46:14,10.927,Außenlager,REF713832,Geplant
Te9073415,P2c5c4414,Bestandskorrektur,-3,2024-01-28 05:30:49,664.923,Hauptlager,REF589877,Geplant
Tea579c24,P0fb2db2b,Eingang,54,2024-05-17 00:40:58,208.86599999999999,Außenlager,REF631043,Geplant
T18ea9a75,P23dd0eb5,Retoure,4,2023-11-30 22:00:14,27.180999999999997,Hauptlager,REF368108,Abgeschlossen
Ted20ba77,,Retoure,4,2024-02-23 16:16:37,,Versand,REF489103,In Bearbeitung
Tee679366,,Ausgang,-14,2024-12-16 11:46:32,,Versand,REF115255,Abgeschlossen
T53a27b65,P7e94cb04,Bestandskorrektur,3,2023-01-15 08:24:08,1308.391,Hauptlager,REF679567,Geplant
T4b2f76c3,Pcd326c9b,Eingang,67,2023-06-17 05:16:44,547.904,Außenlager,REF875313,In Bearbeitung
T3245d37d,P7e945270,Bestandskorrektur,-1,2024-06-04 00:43:52,81.508,Retouren,REF255674,Abgeschlossen
T3d76b50f,P5e8909d4,Eingang,56,2024-12-05 10:51:47,808.507,Retouren,REF810213,In Bearbeitung
T518959c1,P37a0efc6,Ausgang,-18,2024-06-01 00:50:26,38.352999999999994,Außenlager,REF984175,Geplant
T657291db,Pd87e7c3b,Eingang,28,2023-01-19 02:45:19,76.52399999999999,Hauptlager,REF558619,In Bearbeitung
T579d3b7c,P55e4365b,Ausgang,-17,2023-09-27 00:02:22,501.956,Außenlager,REF100512,In Bearbeitung
T8d7bdb4a,,Retoure,5,2023-04-05 05:34:55,,Retouren,REF425421,In Bearbeitung
T19ff5c13,P23dd0eb5,Ausgang,-19,2024-03-31 20:12:44,27.180999999999997,Hauptlager,REF594643,Geplant
T3981649c,Pdae71328,Retoure,4,2024-10-02 18:50:44,619.927,Retouren,REF435205,Abgeschlossen
T59c9ee6f,P000b799a,Retoure,1,2024-01-01 16:32:21,23.911999999999995,Retouren,REF443852,Abgeschlossen
T02035c7f,Pa7ae716f,Retoure,2,2023-01-08 04:35:41,9.296,Hauptlager,REF828147,Geplant
T7493e58c,Peba8359e,Retoure,3,2024-04-15 10:18:07,231.54599999999996,Versand,REF187077,Geplant
T26eb548d,Paa15aa91,Retoure,4,2023-08-15 23:16:26,136.325,Außenlager,REF566056,Geplant
T25851cc4,,Ausgang,-18,2023-01-22 14:39:58,,Retouren,REF613759,Geplant
T78ed7dbc,P768564ac,Eingang,23,2023-10-11 06:34:47,105.112,Versand,REF49451,Abgeschlossen
Tf9e1c09f,P23dd0eb5,Ausgang,-12,2024-06-02 14:05:55,27.180999999999997,Hauptlager,REF773761,Abgeschlossen
T07d04a6e,Pd8ee6a2b,Bestandskorrektur,-2,2023-02-06 16:41:12,20.544999999999998,Hauptlager,REF850260,Abgeschlossen
T327b18f4,P059dae10,Bestandskorrektur,2,2023-11-19 05:16:37,667.506,Versand,REF566784,In Bearbeitung
Tf24e72cf,P681c50d2,Retoure,4,2024-07-14 02:04:25,629.3069999999999,Hauptlager,REF904282,Geplant
T2dbd538d,Pdb48c9ee,Eingang,51,2024-06-08 03:12:06,104.51,Hauptlager,REF111174,In Bearbeitung
T1d2f6187,,Bestandskorrektur,4,2023-05-15 08:00:00,,Retouren,REF558939,In Bearbeitung
Ta282f89e,P2e3f25bf,Eingang,14,2023-04-05 22:58:47,27.468,Retouren,REF493402,In Bearbeitung
Tacd33482,P71923486,Bestandskorrektur,1,2024-12-24 12:39:43,83.50999999999999,Versand,REF589382,Abgeschlossen
Te0a12009,Pa9b1f4ad,Bestandskorrektur,0,2024-09-10 07:03:42,16.113999999999997,Hauptlager,REF303462,Abgeschlossen
Tde1c54c7,P37a0efc6,Ausgang,-11,2023-11-10 16:52:31,38.352999999999994,Außenlager,REF443263,Geplant
Tcba3847b,Pafb5ceb2,Retoure,2,2024-04-30 22:50:29,66.955,Retouren,REF927442,In Bearbeitung
T1168e408,,Retoure,4,2024-12-27 07:27:51,,Außenlager,REF984431,Geplant
T36d18258,,Eingang,88,2023-04-25 01:37:50,,Außenlager,REF575684,Abgeschlossen
T57d9f360,,Ausgang,-8,2023-12-15 20:33:23,,Hauptlager,REF570714,Geplant
Tb7399607,Pf519fe1a,Retoure,3,2024-09-03 06:48:17,211.40699999999998,Versand,REF686244,In Bearbeitung
Td01ea1de,Pa8d55241,Bestandskorrektur,-4,2023-05-25 05:29:37,175.777,Retouren,REF894858,Geplant
T65e232f9,P0260b04c,Bestandskorrektur,-4,2024-08-02 03:02:09,36.848,Retouren,REF39888,In Bearbeitung
T718c3716,Pe5a125a2,Retoure,3,2024-07-01 10:39:28,822.2199999999999,Außenlager,REF914114,Abgeschlossen
T994d6744,P4f5b8304,Retoure,4,2023-11-21 04:59:24,1322.811,Versand,REF754761,Geplant
Td45b6f79,P2e3f25bf,Bestandskorrektur,3,2023-11-06 06:52:43,27.468,Hauptlager,REF377765,In Bearbeitung
T7f0d8ad9,,Bestandskorrektur,5,2023-04-18 18:57:10,,Hauptlager,REF155775,In Bearbeitung
Tf7db4c65,Pfd577618,Eingang,55,2023-01-28 12:41:48,97.62899999999999,Hauptlager,REF460310,Geplant
T160f759a,,Retoure,2,2024-12-04 16:38:57,,Versand,REF711203,Abgeschlossen
Tf1e57d29,P2be52bb7,Ausgang,-13,2023-01-26 08:49:31,855.351,Außenlager,REF55834,Geplant
Tb1c21926,,Retoure,5,2024-10-15 08:21:47,,Hauptlager,REF777035,In Bearbeitung
T55ecf955,Pb880a595,Retoure,3,2024-06-17 23:13:23,212.58999999999997,Versand,REF54502,Abgeschlossen
Te9370f02,Pdae71328,Ausgang,-5,2023-02-23 11:06:02,619.927,Außenlager,REF813407,In Bearbeitung
T3973b625,P6e8901a4,Eingang,59,2023-06-28 18:09:19,113.00099999999999,Außenlager,REF184832,Abgeschlossen
T484b226a,P7e94cb04,Ausgang,-19,2024-10-12 06:03:52,1308.391,Außenlager,REF591381,Geplant
Tdf93fabd,P91c57b81,Ausgang,-16,2024-11-13 22:16:16,575.008,Versand,REF763069,Geplant
T4e933bcb,Pa7ae716f,Retoure,2,2023-10-03 15:46:24,9.296,Außenlager,REF427642,Abgeschlossen
Tba611858,Pd32e1690,Ausgang,-20,2023-01-03 04:54:27,345.002,Retouren,REF493777,Geplant
T0796b70e,P71923486,Ausgang,-20,2024-01-02 17:48:12,83.50999999999999,Außenlager,REF179853,In Bearbeitung
T3185df3e,Pcd326c9b,Eingang,91,2023-09-15 04:03:19,547.904,Hauptlager,REF101909,Abgeschlossen
T77617441,P45a3e9ae,Retoure,3,2024-04-28 11:05:10,10.703,Außenlager,REF816110,In Bearbeitung
T15fbb273,P5c3dbd2c,Eingang,57,2023-07-11 13:48:13,154.97299999999998,Retouren,REF738908,Abgeschlossen
T837b8ef0,Pd87e7c3b,Bestandskorrektur,-3,2023-10-06 05:10:14,76.52399999999999,Versand,REF423719,In Bearbeitung
T861beb72,P309cbd26,Retoure,5,2024-04-13 03:15:49,99.01499999999999,Außenlager,REF967164,Abgeschlossen
T4afdf665,Pde32edf4,Retoure,4,2023-05-24 18:16:09,34.601,Versand,REF780380,Abgeschlossen
T0616629b,Pb702965e,Ausgang,-7,2024-09-03 16:36:35,232.59599999999998,Retouren,REF668327,Geplant
T886328d8,Pc7eb56da,Eingang,55,2023-06-07 21:10:22,352.86299999999994,Außenlager,REF752909,In Bearbeitung
Td99b58cf,,Retoure,1,2024-09-30 14:59:52,,Versand,REF600114,Geplant
Ta00f5cf8,P2e3f25bf,Eingang,77,2024-01-09 16:43:56,27.468,Versand,REF50622,In Bearbeitung
T39f6ff7f,Pb2f63edd,Bestandskorrektur,3,2023-12-26 05:29:43,46.305,Versand,REF204778,Abgeschlossen
Te0cae2a8,Pfd577618,Retoure,4,2024-07-06 13:36:50,97.62899999999999,Außenlager,REF550592,Abgeschlossen
T37bcb11c,P15cb23c4,Retoure,3,2023-12-27 18:45:06,82.05399999999999,Außenlager,REF3373,Abgeschlossen
T5b15519b,,Eingang,96,2023-08-09 08:16:21,,Retouren,REF54644,Geplant
T8ec0b1a2,P7326f7f4,Eingang,82,2024-10-26 08:18:49,30.205,Außenlager,REF54085,Abgeschlossen
Tbe7d7cad,Pb0eb7e7d,Bestandskorrektur,3,2024-12-23 23:53:12,338.34499999999997,Retouren,REF957556,Abgeschlossen
Tca6abcc8,P91c57b81,Retoure,3,2023-12-18 04:38:47,575.008,Retouren,REF794976,In Bearbeitung
T257693cc,P64ecb39d,Ausgang,-15,2023-02-03 02:06:54,474.747,Versand,REF321251,In Bearbeitung
T9c7aed4f,P258ec8b0,Retoure,1,2023-08-12 14:55:10,114.30299999999998,Versand,REF357499,Geplant
T82503664,Pd32e1690,Bestandskorrektur,3,2024-12-21 07:37:31,345.002,Retouren,REF71855,Abgeschlossen
T139613e4,P58d33e21,Retoure,1,2024-10-18 22:45:32,379.736,Versand,REF244543,In Bearbeitung
Tacf79c25,P5aa6cacb,Ausgang,-12,2024-06-19 09:13:58,727.3699999999999,Retouren,REF528049,Geplant
T50d3e05e,P984784d6,Bestandskorrektur,0,2024-02-09 16:09:16,18.311999999999998,Retouren,REF553645,In Bearbeitung
Tc3a84c09,P000b799a,Eingang,75,2024-08-10 20:03:02,23.911999999999995,Versand,REF385201,In Bearbeitung
Td3790e10,P8af6ce4c,Bestandskorrektur,-2,2023-04-10 10:39:16,5.718999999999999,Außenlager,REF218659,Abgeschlossen
T812e1b1a,Pf750a342,Retoure,1,2024-02-25 00:53:38,18.214,Außenlager,REF209138,Geplant
T1be97f72,P1ab20abf,Eingang,36,2023-11-11 17:49:57,269.269,Retouren,REF452784,Geplant
