transaction_id,order_id,customer_id,invoice_date,due_date,amount,payment_date,payment_method,status,department,currency
FTb5de027e,SO3f507482,C414c6e9c,2023-11-06,2024-01-05,4432.44,2024-01-15,Lastschrift,Bezahlt,HR,EUR
FT04bf97c4,SOb83eae8d,C3275bcae,2023-09-15,2023-10-25,1807.92,2023-11-09,Kreditkarte,Bezahlt,Einkauf,EUR
FTe5b49810,SO8305a6cc,C1e3f9dc2,2024-09-14,2024-09-13,6188.27,2024-09-23,Lastschrift,Bezahlt,HR,EUR
FTb5038828,SO937dd2f0,,2024-07-23,2024-09-06,1369.84,2024-09-06,Kreditkarte,Bezahlt,Produktion,EUR
FTba2db22e,SO8cb23f9c,Cf2dabd90,2023-11-19,2023-12-19,7267.88,2023-12-19,Überweisung,Bezahlt,IT,EUR
FTdf4db5d1,SO09f50a25,C3efad3f9,2023-06-24,2023-08-08,5761.73,2023-08-08,Kreditkarte,Bezahlt,Einkauf,EUR
FTd5381bfc,SOa7050075,C6e13dd23,2023-10-02,2023-09-30,12505.57,2023-09-30,Kreditkarte,Bezahlt,Vertrieb,EUR
FTd5520db2,SO420b3e20,Cf7d98e3f,2023-12-03,2023-12-03,1201.28,2023-12-03,Kreditkarte,Bezahlt,Vertrieb,EUR
FTde6b0074,SO6f6105ac,Cf92b9ef9,2023-01-24,2023-02-22,1148.22,2023-02-27,Kreditkarte,Bezahlt,Produktion,EUR
FT13c08145,SOc91c1d2d,C86091f04,2024-03-29,2024-05-26,996.8,2024-05-31,Lastschrift,Bezahlt,Vertrieb,EUR
FT1f008fef,SO2365d34e,Cf1e39af6,2024-08-06,2024-08-04,1206.32,2024-08-19,Kreditkarte,Bezahlt,Finanzen,EUR
FTbe31a05e,SOa91ed1df,C3b214d0c,2024-08-02,2024-09-16,10412.86,2024-09-16,Überweisung,Bezahlt,Finanzen,EUR
FT938ebc62,SO3102fbc2,Cc2f96476,2024-10-18,2024-12-17,882.38,2024-12-17,Kreditkarte,Ausstehend,Finanzen,EUR
FT3471206d,SOdccc82e0,Cc105970a,2023-03-18,2023-04-12,110.5,2023-05-12,Lastschrift,Bezahlt,IT,EUR
FT952e72b1,SObff47efb,C18e0e6ec,2024-12-06,2024-12-06,6441.09,2025-01-05,Überweisung,Ausstehend,IT,EUR
FT2ebdf841,SO5f0d6438,Ce36428f7,2023-05-28,2023-05-23,6413.75,2023-05-23,Kreditkarte,Bezahlt,HR,EUR
FTf2e8c3c0,SO8b48893c,Cc4b33ba9,2023-03-14,2023-04-23,10478.18,2023-04-23,Lastschrift,Bezahlt,Einkauf,EUR
FT141b4c8f,SO3de71764,C149c3ed2,2024-12-26,2025-02-09,3773.85,2025-02-09,Überweisung,Ausstehend,Vertrieb,EUR
FT4b2eed6d,SO4c88ac14,C13afda51,2023-02-22,2023-02-22,4059.58,2023-03-09,Lastschrift,Bezahlt,Finanzen,EUR
FT4b99a353,SOc14d94a4,C275f50b1,2024-11-08,2024-12-06,4803.7,2024-12-11,Kreditkarte,Ausstehend,Vertrieb,EUR
FTde685e4b,SOc14d94a4,C275f50b1,2024-11-08,2024-12-06,2733.93,2024-12-13,Lastschrift,Ausstehend,Vertrieb,EUR
FT2c7ad11e,SO40d8e9a0,C03a98fb3,2023-03-22,2023-03-22,12405.17,2023-03-22,Überweisung,Bezahlt,HR,EUR
FT7fb16f4a,SO39984296,Cf02cd960,2023-12-21,2024-01-31,5381.95,2024-02-10,Kreditkarte,Bezahlt,Finanzen,EUR
FTf221e2d4,SOad694577,C1423b9b6,2024-04-25,2024-04-25,264.86,2024-05-10,Lastschrift,Bezahlt,Einkauf,EUR
FT86edeb9b,SOdb449cbb,C42e5a792,2023-06-06,2023-08-05,816.36,2023-08-20,Überweisung,Bezahlt,Einkauf,EUR
FT27e9c233,SO007b1644,C7f1819d2,2024-04-10,2024-05-10,9805.52,2024-05-15,Lastschrift,Bezahlt,Einkauf,EUR
FT5f543c85,SO3476eb1c,Cbc09ea39,2024-08-07,2024-10-06,16520.31,2024-11-05,Lastschrift,Bezahlt,Finanzen,EUR
FTcea29bfa,SO3043f9c8,C303ae767,2024-04-30,2024-06-14,7477.74,2024-06-14,Lastschrift,Bezahlt,Vertrieb,EUR
FT33ea36ce,SO38dad2b7,C659b1429,2024-11-23,2024-11-20,4351.54,2024-12-05,Lastschrift,Ausstehend,IT,EUR
FTadfc13ce,SO9e4575d2,Cf614c1fb,2024-04-23,2024-06-07,2863.05,2024-06-07,Lastschrift,Bezahlt,Vertrieb,EUR
FT1a9cafae,SO64e722c8,C4c2e5d03,2023-08-07,2023-09-04,1969.56,2023-09-14,Überweisung,Bezahlt,Vertrieb,EUR
FTccf39eb0,SO4ada8fb7,C3d3a92f2,2024-06-13,2024-07-28,3893.37,2024-07-28,Kreditkarte,Bezahlt,Finanzen,EUR
FTf8acb114,SO0289ddb5,Ca42b06d3,2023-08-23,2023-08-23,316.02,2023-09-02,Überweisung,Bezahlt,Vertrieb,EUR
FT969a778c,SO32cbdfee,C868f6ecf,2023-02-19,2023-04-05,11974.55,2023-04-10,Lastschrift,Bezahlt,IT,EUR
FTd905ce7f,SO0a2f7e4e,Caad1aa13,2024-10-10,2024-11-09,1952.52,2024-11-09,Überweisung,Ausstehend,Finanzen,EUR
FT00fcf955,SOee197c50,C074fd1fe,2024-07-24,2024-07-24,19164.68,2024-08-08,Lastschrift,Bezahlt,IT,EUR
FT3bdc8697,SO510845e0,C70fc59a9,2024-08-18,2024-09-29,2329.86,2024-10-04,Kreditkarte,Bezahlt,Produktion,EUR
FT6d6a5ffe,SOe74e3259,C50c4accc,2023-01-17,2023-01-17,15917.09,2023-01-17,Lastschrift,Bezahlt,Vertrieb,EUR
FT0d234bdd,SO5ca1c951,C75f9d5e2,2024-10-04,2024-11-18,482.7,2024-12-03,Kreditkarte,Ausstehend,IT,EUR
FT0d6c250d,SO5ca1c951,C75f9d5e2,2024-10-04,2024-11-18,1085.42,2024-12-13,Lastschrift,Ausstehend,IT,EUR
FT39251426,SO3cb238b3,C3a861bec,2024-07-03,2024-07-01,665.12,2024-07-16,Lastschrift,Bezahlt,Produktion,EUR
FT1d3844f0,SO3cb238b3,C3a861bec,2024-07-03,2024-07-01,639.93,2024-07-25,Überweisung,Bezahlt,Produktion,EUR
FT621b1b57,SOfbfed69f,Cca4b662a,2024-11-18,2024-11-18,15176.42,2024-11-18,Lastschrift,Ausstehend,Vertrieb,EUR
FTeb604a10,SOc69f0df7,,2023-04-28,2023-06-27,10841.46,2023-07-12,Überweisung,Bezahlt,IT,EUR
FT7dd3b7f8,SOa21f79d1,Ce475e957,2023-07-24,2023-08-21,24849.64,2023-09-05,Lastschrift,Bezahlt,Produktion,EUR
FT531b60f3,SO58b3cf8c,C9670ea64,2023-12-17,2024-02-15,1011.54,2024-03-01,Lastschrift,Bezahlt,Vertrieb,EUR
FT2720c7dd,SOd0dcc6bf,Ca42b06d3,2023-01-02,2023-01-01,2498.93,2023-01-01,Kreditkarte,Bezahlt,Vertrieb,EUR
FTf4fc8b7a,SObe871b71,C50c4accc,2023-07-06,2023-07-02,132.49,2023-07-17,Überweisung,Bezahlt,Vertrieb,EUR
FT3c8f4595,SO6049e253,C303ae767,2024-05-15,2024-06-29,10471.04,2024-06-29,Überweisung,Bezahlt,Vertrieb,EUR
FT36c676e3,SOa991b973,C3a2079e7,2024-03-22,2024-05-18,,2024-05-18,Kreditkarte,Bezahlt,HR,EUR
FT094943a1,SOf665dd7a,Cfbe3e017,2023-06-05,2023-07-20,8943.47,2023-07-20,Überweisung,Bezahlt,Finanzen,EUR
FTadd7bd4a,SOaf8b5846,,2024-07-05,2024-08-04,893.82,2024-08-09,Überweisung,Bezahlt,IT,EUR
FTb3dc9160,SO8b93f2e8,C22dc1560,2024-06-22,2024-08-06,1275.8,2024-09-05,Lastschrift,Bezahlt,Einkauf,EUR
FT290a1259,SO1de30d65,C3a2079e7,2023-06-03,2023-07-29,1490.95,2023-08-03,Überweisung,Bezahlt,HR,EUR
FTdf799d14,SOb023edae,Cdfca3639,2024-10-14,2024-10-14,17704.56,2024-10-14,Kreditkarte,Bezahlt,Vertrieb,EUR
FT265f448f,SObd4babd3,C1d5b10d8,2024-04-21,2024-06-15,12901.82,2024-07-15,Lastschrift,Bezahlt,Finanzen,EUR
FT1422d602,SOa4bbcdc1,Cc2f96476,2023-08-21,2023-10-20,1275.8,2023-10-25,Kreditkarte,Bezahlt,Finanzen,EUR
FT4b60d524,SO27291100,C6e3f51bd,2023-12-01,2024-01-30,9300.0,2024-01-30,Lastschrift,Bezahlt,Produktion,EUR
FT37946b90,SOdf7ff9e4,C1252c1b1,2024-07-09,2024-09-03,9645.57,2024-09-13,Überweisung,Bezahlt,IT,EUR
FTd0f1442c,SOa2126df6,C50c4accc,2024-01-14,2024-01-14,13717.84,2024-01-14,Kreditkarte,Bezahlt,Vertrieb,EUR
FTee0ff50f,SOe304e0ed,Cfbe3e017,2023-04-21,2023-06-05,,2023-06-20,Überweisung,Bezahlt,Finanzen,EUR
FTb7953c3c,SO1afc60a6,Ca26869df,2023-04-01,2023-05-31,8262.95,2023-06-10,Überweisung,Bezahlt,Vertrieb,EUR
FT45f18aca,SO8847f7a6,C4d8dda40,2023-12-06,2024-01-20,4081.82,2024-01-20,Kreditkarte,Bezahlt,Finanzen,EUR
FTb8945a7b,SO786a8903,C868f6ecf,2024-09-02,2024-10-12,6715.97,2024-10-12,Kreditkarte,Bezahlt,IT,EUR
FTccc54ebd,SO46c4ab87,C18e0e6ec,2024-10-11,2024-10-11,15455.67,2024-11-10,Kreditkarte,Ausstehend,IT,EUR
FT59ddf0ab,SOd9fdf313,Ce2b8dd42,2024-05-26,2024-05-26,12061.69,2024-05-26,Kreditkarte,Bezahlt,Vertrieb,EUR
FTb99ac9f3,SO18b45966,C42e5a792,2024-09-22,2024-11-21,27961.79,2024-11-21,Lastschrift,Ausstehend,Einkauf,EUR
FTbbae7745,SOfea5cebc,C7b948975,2024-11-26,2024-12-26,28543.21,2024-12-26,Überweisung,Ausstehend,Produktion,EUR
FTf043085d,SO13beaba0,C414c6e9c,2023-07-12,2023-09-08,12403.05,2023-09-08,Lastschrift,Bezahlt,HR,EUR
FT85630bf3,SOea31de7c,Cd492f8b7,2023-06-19,2023-08-15,1478.58,2023-08-15,Kreditkarte,Bezahlt,Vertrieb,EUR
FT6791f1a0,SO2847e07f,C724c4e71,2024-04-18,2024-05-16,990.35,2024-05-26,Überweisung,Bezahlt,IT,EUR
FT97d0a794,SO4274e71d,C3ae31983,2023-07-06,2023-08-01,5082.01,2023-08-16,Überweisung,Bezahlt,Vertrieb,EUR
FT32a51d60,SO943f2e7b,,2024-05-31,2024-07-10,3155.31,2024-08-09,Überweisung,Bezahlt,IT,EUR
FT3c20eb12,SOc336fd24,,2024-01-04,2024-03-04,453.96,2024-03-04,Lastschrift,Bezahlt,Einkauf,EUR
FT92c5598a,SO86bc9906,Cfeb0823d,2023-08-22,2023-10-02,3020.1,2023-10-02,Kreditkarte,Bezahlt,IT,EUR
FTefa8ddc0,SOa39c8514,C118056f7,2023-05-18,2023-07-02,5020.39,2023-08-01,Lastschrift,Bezahlt,IT,EUR
FT21c7195a,SO3cd31915,C3f843499,2023-04-06,2023-04-04,6167.61,2023-04-19,Überweisung,Bezahlt,Finanzen,EUR
FT9bd03587,SO61a391d9,Cca45c3ff,2024-12-02,2025-01-31,1862.37,2025-02-15,Überweisung,Ausstehend,Finanzen,EUR
FT0fecbd54,SOc1177b64,C732530f3,2023-10-29,2023-11-28,2868.32,2023-12-08,Kreditkarte,Bezahlt,Einkauf,EUR
FTa5e163c5,SO71369cc0,Ca39b1a71,2024-10-21,2024-12-20,2401.88,2024-12-20,Überweisung,Ausstehend,Einkauf,EUR
FT84d5bbd0,SOf50d1512,Ce4454bbe,2023-07-01,2023-08-15,13041.97,2023-08-15,Überweisung,Bezahlt,Produktion,EUR
FT01899917,SO104d725d,C6823df44,2024-02-04,2024-03-05,4780.92,2024-03-05,Lastschrift,Bezahlt,IT,EUR
FT1e04ac71,SO0bec0bf6,C6d8ea5e4,2023-09-27,2023-11-11,10955.24,2023-11-11,Kreditkarte,Bezahlt,Produktion,EUR
FTfb63a388,SO81edfaec,C4fe20e66,2024-10-11,2024-11-06,3499.7,2024-11-06,Lastschrift,Bezahlt,Vertrieb,EUR
FT3fb4b41d,SO81edfaec,C4fe20e66,2024-10-11,2024-11-06,1550.97,2024-11-14,Kreditkarte,Ausstehend,Vertrieb,EUR
FT7cce8928,SOc4006874,C4c2e5d03,2023-07-08,2023-08-02,3471.37,2023-08-02,Kreditkarte,Bezahlt,Vertrieb,EUR
FTeca0c977,SOacc62123,,2023-08-22,2023-08-18,22275.98,2023-08-18,Lastschrift,Bezahlt,Produktion,EUR
FT46fcac9c,SO974786f4,C9e5706df,2023-05-11,2023-06-10,1329.77,2023-06-10,Kreditkarte,Bezahlt,IT,EUR
FT5d37b2fa,SOeb6152b0,,2023-02-26,2023-02-26,10462.97,2023-03-13,Überweisung,Bezahlt,Einkauf,EUR
FT66d9ae9c,SOc43dedb7,C8a588552,2023-04-23,2023-05-23,1602.79,2023-05-23,Überweisung,Bezahlt,Finanzen,EUR
FTbab88de2,SO8437983d,Ca42b06d3,2024-03-29,2024-03-29,12312.55,2024-04-03,Lastschrift,Bezahlt,Vertrieb,EUR
FTc0a545ad,SOce31fa70,,2024-03-11,2024-05-09,2404.51,2024-05-09,Kreditkarte,Bezahlt,Vertrieb,EUR
FT0b0249a3,SO341aad9c,Cb0fb7360,2024-03-05,2024-05-02,2098.01,2024-05-12,Überweisung,Bezahlt,IT,EUR
FT255fbfe0,SO23afcef5,C16aa833e,2023-06-05,2023-07-20,1743.28,2023-08-19,Kreditkarte,Bezahlt,HR,EUR
FT54a77492,SOd26cb3c9,Ca0780042,2023-06-02,2023-07-12,36448.26,2023-07-12,Überweisung,Bezahlt,Einkauf,EUR
FT3b0f9f2b,SO5f0a640e,Ce1527376,2024-08-13,2024-10-11,11286.46,2024-10-11,Lastschrift,Bezahlt,IT,EUR
FT35855b14,SOfbbb2561,Cfeb0823d,2023-05-22,2023-07-04,8997.32,2023-08-03,Kreditkarte,Bezahlt,IT,EUR
FT8a415d53,SOaaf3e166,C84e2e1fd,2023-07-17,2023-09-15,1436.15,2023-09-15,Kreditkarte,Bezahlt,Produktion,EUR
FT3f5c9591,SO73adbb76,C0b7bb4bc,2024-11-01,2024-12-31,576.7,2025-01-05,Überweisung,Ausstehend,IT,EUR
FT1f743292,SO4ce1278e,,2024-11-30,2025-01-14,21325.36,2025-01-14,Kreditkarte,Ausstehend,Vertrieb,EUR
FTffd5380a,SO90f8dc63,C77030f3e,2024-08-20,2024-08-20,13192.26,2024-08-20,Lastschrift,Bezahlt,Finanzen,EUR
FT05740f5d,SO3d87e065,C81185451,2023-04-06,2023-06-05,11057.12,2023-06-15,Kreditkarte,Bezahlt,IT,EUR
FT4e86d941,SO8799b96a,C51b2abf2,2024-04-16,2024-06-15,3556.13,2024-07-15,Lastschrift,Bezahlt,Finanzen,EUR
FTe225dd73,SOd22a3e68,Cb28d86ab,2024-01-17,2024-03-17,2590.77,2024-03-22,Lastschrift,Bezahlt,Finanzen,EUR
FTdf9567e9,SOd22a3e68,Cb28d86ab,2024-01-17,2024-03-17,1460.75,2024-03-29,Überweisung,Bezahlt,Finanzen,EUR
FT13906de7,SO2a0cb9d8,C967d50a7,2023-06-29,2023-08-25,13954.25,2023-09-04,Kreditkarte,Bezahlt,Produktion,EUR
FTb8715f3b,SOb90a6219,Cdf1d8dba,2024-11-06,2024-12-06,18091.62,2025-01-05,Lastschrift,Ausstehend,Produktion,EUR
FTe13e3551,SO9fc267d7,Cf2dabd90,2023-07-09,2023-08-04,5235.94,2023-09-03,Lastschrift,Bezahlt,IT,EUR
FT68a81470,SO81fe07a3,C1423b9b6,2024-05-01,2024-05-01,11477.54,2024-05-01,Lastschrift,Bezahlt,Einkauf,EUR
FTf7350519,SO54ccf062,Cb28d86ab,2023-12-04,2024-02-02,8519.56,2024-02-12,Kreditkarte,Bezahlt,Finanzen,EUR
FT00df93b2,SO8e8f8e81,,2024-05-26,2024-07-25,2972.88,2024-08-24,Kreditkarte,Bezahlt,IT,EUR
FT775ef2e3,SO8e8f8e81,,2024-05-26,2024-07-25,3068.35,2024-09-03,Kreditkarte,Bezahlt,IT,EUR
FTc4420af9,SO45392b21,C3b214d0c,2024-03-14,2024-04-28,3336.82,2024-04-28,Kreditkarte,Bezahlt,Finanzen,EUR
FT03fb9f2f,SO45392b21,C3b214d0c,2024-03-14,2024-04-28,2091.83,2024-05-02,Überweisung,Bezahlt,Finanzen,EUR
FT196591f7,SO95440698,C96c2fc47,2023-12-30,2024-02-11,46.83,2024-02-21,Kreditkarte,Bezahlt,Finanzen,EUR
FT451d1014,SO71a675d7,Cc73ccd64,2024-12-20,2024-12-20,1073.7,2024-12-30,Lastschrift,Ausstehend,Vertrieb,EUR
FT4a3f390f,SO662b103b,C3eb6018e,2024-07-21,2024-07-21,12331.89,2024-07-26,Lastschrift,Bezahlt,Einkauf,EUR
FT216d7c78,SO2c187be4,C868f6ecf,2023-10-07,2023-11-18,36.19,2023-11-23,Kreditkarte,Bezahlt,IT,EUR
FT5f705297,SO59d28df0,C2b4198e0,2023-06-10,2023-08-06,855.17,2023-08-16,Überweisung,Bezahlt,IT,EUR
FTdf0b11d9,SO2d3f1979,C846484d1,2024-11-02,2024-12-27,12603.98,2024-12-27,Lastschrift,Ausstehend,Vertrieb,EUR
FT021d33b6,SOebf88202,C303ae767,2024-09-12,2024-10-27,12937.98,2024-10-27,Lastschrift,Bezahlt,Vertrieb,EUR
FT56e03919,SO6341e5f5,C73e2fe44,2023-06-14,2023-07-14,2877.49,2023-08-13,Kreditkarte,Bezahlt,Einkauf,EUR
FT53df0b3a,SO3d5f1171,Ca42b06d3,2023-04-08,2023-04-08,5330.62,2023-05-08,Kreditkarte,Bezahlt,Vertrieb,EUR
FTe251c3ef,SO7bb7c728,C732530f3,2024-05-10,2024-06-09,971.97,2024-07-09,Lastschrift,Bezahlt,Einkauf,EUR
FTda7fed41,SO51caaff3,Cbbd2eaf2,2024-08-15,2024-08-15,7023.89,2024-08-15,Lastschrift,Bezahlt,Vertrieb,EUR
FT481b4a20,SO63147294,Cc5d4ef9a,2024-06-25,2024-07-25,,2024-07-25,Kreditkarte,Bezahlt,HR,EUR
FT0d99d9ef,SOd13ebebe,C8b18ddea,2023-09-14,2023-11-13,10736.23,2023-11-18,Überweisung,Bezahlt,Produktion,EUR
FT820f2090,SO3bd89f15,Cda8e4736,2023-06-17,2023-06-13,2391.71,2023-07-13,Überweisung,Bezahlt,Vertrieb,EUR
FTb4704acd,SOd64774fe,C3cc6e59d,2023-08-24,2023-10-08,8948.07,2023-10-08,Lastschrift,Bezahlt,IT,EUR
FTa67d818b,SO995df6c1,C3eb6018e,2024-10-12,2024-10-09,7988.21,2024-10-09,Kreditkarte,Bezahlt,Einkauf,EUR
FT4b3d3782,SOe830226e,Cc5d4ef9a,2024-03-30,2024-04-29,7038.91,2024-05-29,Lastschrift,Bezahlt,HR,EUR
FTa8e539ce,SO0a7cfc79,Cf614c1fb,2023-07-26,2023-09-09,16364.32,2023-09-19,Kreditkarte,Bezahlt,Vertrieb,EUR
FTbb53ebe1,SOcd5506f7,C80d63928,2024-03-15,2024-04-29,12289.95,2024-04-29,Überweisung,Bezahlt,Produktion,EUR
FTb363eed2,SO63af700b,Cbab00c56,2024-04-15,2024-05-15,15500.24,2024-06-14,Überweisung,Bezahlt,Produktion,EUR
FT2d1fdf4a,SOf3e3a547,C22dc1560,2024-03-30,2024-05-14,2002.34,2024-05-14,Lastschrift,Bezahlt,Einkauf,EUR
FTb5292d1f,SOb057d411,C868f6ecf,2023-03-03,2023-04-15,5492.12,2023-04-15,Lastschrift,Bezahlt,IT,EUR
FTc07e7254,SOb057d411,C868f6ecf,2023-03-03,2023-04-15,4902.97,2023-04-19,Überweisung,Bezahlt,IT,EUR
FT4e16d34a,SO94e00613,C3f13b32e,2023-07-14,2023-07-09,2322.29,2023-07-09,Überweisung,Bezahlt,Finanzen,EUR
FT53d638b7,SO67bcd7f2,C3a2079e7,2024-02-19,2024-04-19,16767.98,2024-04-19,Lastschrift,Bezahlt,HR,EUR
FT15d90971,SO62601b51,C1011d7bf,2024-01-03,2024-02-12,5007.39,2024-03-13,Kreditkarte,Bezahlt,Produktion,EUR
FT9cd9620f,SOed46a53f,C0b7bb4bc,2023-02-12,2023-04-13,1499.44,2023-04-18,Lastschrift,Bezahlt,IT,EUR
FT2f2f3ac4,SO7919bb70,C4fe20e66,2023-11-16,2023-12-16,,2023-12-16,Lastschrift,Bezahlt,Vertrieb,EUR
FTa70623ae,SO1bfa3f7f,C3a2079e7,2024-07-25,2024-09-23,5738.56,2024-09-28,Kreditkarte,Bezahlt,HR,EUR
FT2821093c,SO3df15fe9,Ca7e17d6d,2023-12-12,2023-12-12,,2023-12-12,Überweisung,Bezahlt,Einkauf,EUR
FTba5e3c89,SO9714fb9b,Ce17b4857,2023-05-15,2023-05-15,1138.34,2023-05-15,Kreditkarte,Bezahlt,Produktion,EUR
FT09eb604f,SOe6c78f32,Cddb5b335,2023-05-09,2023-05-04,1753.48,2023-05-04,Kreditkarte,Bezahlt,Produktion,EUR
FTa040451d,SOfec70a13,C4c2e5d03,2023-06-15,2023-07-15,10465.55,2023-07-20,Überweisung,Bezahlt,Vertrieb,EUR
FTf3dfef9d,SOfb29c4de,Ce11e2927,2023-04-19,2023-05-19,9038.9,2023-05-19,Kreditkarte,Bezahlt,Einkauf,EUR
FT0b40a33e,SOaca62b40,C18de9483,2023-03-14,2023-03-14,779.51,2023-04-13,Überweisung,Bezahlt,HR,EUR
FT036e1fe5,SO01d741be,C89e40436,2023-08-31,2023-10-12,6106.58,2023-10-12,Kreditkarte,Bezahlt,Vertrieb,EUR
FT90a557a5,SObe9b35a7,Cd492f8b7,2023-02-21,2023-04-22,10901.9,2023-04-27,Kreditkarte,Bezahlt,Vertrieb,EUR
FT8c15c663,SO5933c9d6,Ced957276,2024-05-14,2024-07-13,4099.82,2024-07-18,Lastschrift,Bezahlt,Finanzen,EUR
FT270449f8,SO389614e3,C82cd3970,2023-09-30,2023-09-30,9024.42,2023-10-30,Lastschrift,Bezahlt,Einkauf,EUR
FT22b8c482,SO9885c442,C1d070d6e,2024-01-17,2024-03-17,956.12,2024-03-22,Kreditkarte,Bezahlt,Einkauf,EUR
FTfc0e7cb1,SO42bb4326,Cf614c1fb,2024-02-21,2024-04-06,5051.34,2024-04-06,Lastschrift,Bezahlt,Vertrieb,EUR
FT9d4af81d,SOc938596d,C73179274,2023-08-01,2023-09-15,,2023-09-30,Kreditkarte,Bezahlt,IT,EUR
FT76a8aff1,SO1b7f2e36,C9d0a5534,2023-09-08,2023-10-08,14138.97,2023-10-08,Kreditkarte,Bezahlt,Vertrieb,EUR
FT95357217,SO2a74622e,C3cc6e59d,2024-01-17,2024-03-02,6034.72,2024-04-01,Kreditkarte,Bezahlt,IT,EUR
FT572c0ac4,SOf85dab44,C414c6e9c,2024-09-17,2024-11-16,,2024-11-21,Lastschrift,Ausstehend,HR,EUR
FT4b8130cc,SOc8ba173c,C9f9d1595,2023-05-04,2023-05-04,86.61,2023-05-04,Lastschrift,Bezahlt,Produktion,EUR
FT38481bf2,SO9efb782e,C846484d1,2024-07-29,2024-09-27,,2024-09-27,Kreditkarte,Bezahlt,Vertrieb,EUR
FTcbf2b00f,SO36c8d6f2,Ced957276,2023-02-09,2023-04-06,4336.92,2023-04-06,Überweisung,Bezahlt,Finanzen,EUR
FT6c01b58a,SO026f47d5,Cca6a5fc0,2023-08-02,2023-09-01,3539.06,2023-09-16,Kreditkarte,Bezahlt,Vertrieb,EUR
FT3c37d8bb,SOef271a12,C73ed6f51,2024-10-28,2024-12-10,16002.7,2024-12-10,Überweisung,Ausstehend,Produktion,EUR
FTaf184e3e,SOf9cb53bd,,2024-01-30,2024-01-30,,2024-02-14,Lastschrift,Bezahlt,Einkauf,EUR
FTdf48a00b,SOf88e2869,C8a588552,2023-12-04,2024-01-03,11479.02,2024-01-13,Kreditkarte,Bezahlt,Finanzen,EUR
FT57380b25,SO70ee6ca4,C7f1819d2,2024-09-06,2024-10-06,1544.96,2024-11-05,Überweisung,Bezahlt,Einkauf,EUR
FT5b35cd88,SO2748b0e9,C275f50b1,2023-09-27,2023-10-27,12630.15,2023-10-27,Überweisung,Bezahlt,Vertrieb,EUR
FT20293b55,SO21205b52,Ce6a2c2b8,2024-12-21,2025-02-19,4620.04,2025-02-19,Kreditkarte,Ausstehend,IT,EUR
FTff68eb8d,SO6db94cdf,Cfeb0823d,2024-08-07,2024-09-21,16587.32,2024-10-21,Lastschrift,Bezahlt,IT,EUR
FT94373bee,SO3093397d,Ce6a2c2b8,2024-12-01,2025-01-30,302.92,2025-03-01,Überweisung,Ausstehend,IT,EUR
FT069b9fe4,SO9a2e8aaa,C84e2e1fd,2023-08-15,2023-10-11,10816.17,2023-10-26,Überweisung,Bezahlt,Produktion,EUR
FT92ad16b5,SOcb8031aa,Ce475e957,2024-09-25,2024-10-25,,2024-10-30,Überweisung,Bezahlt,Produktion,EUR
FT09f2ba46,SOd55e6e41,C6e13dd23,2023-01-21,2023-01-21,6835.62,2023-01-26,Kreditkarte,Bezahlt,Vertrieb,EUR
FT816b7651,SO8f34e075,C090d6a5d,2023-09-22,2023-10-22,208.16,2023-11-01,Kreditkarte,Bezahlt,Produktion,EUR
FTc3bf8a53,SO7e86815c,Ca5f4ad0f,2023-05-07,2023-07-01,526.63,2023-07-06,Überweisung,Bezahlt,Produktion,EUR
FT1b8ee78c,SO7e86815c,Ca5f4ad0f,2023-05-07,2023-07-01,878.86,2023-07-15,Überweisung,Bezahlt,Produktion,EUR
FT428f1f58,SOa68a4535,C45ce4373,2023-10-28,2023-12-12,8689.72,2023-12-12,Überweisung,Bezahlt,Finanzen,EUR
FT9fdfd67c,SOe1571da0,Cc105970a,2023-10-09,2023-11-08,3805.76,2023-11-18,Lastschrift,Bezahlt,IT,EUR
FTca0841c7,SOc05d5f68,C92a82ca8,2023-11-02,2024-01-01,3051.71,2024-01-16,Lastschrift,Bezahlt,IT,EUR
FT78557783,SO7169a03b,C090d6a5d,2024-07-23,2024-08-19,10029.76,2024-08-24,Kreditkarte,Bezahlt,Produktion,EUR
FTb734ea66,SOc90db741,C3cc6e59d,2023-05-03,2023-06-17,5593.75,2023-07-17,Überweisung,Bezahlt,IT,EUR
FT530c24b7,SOefacea53,C967d50a7,2024-04-09,2024-06-08,,2024-06-08,Überweisung,Bezahlt,Produktion,EUR
FTdb5b3f24,SO34398b54,Cf02cd960,2023-05-09,2023-06-23,24682.77,2023-07-23,Lastschrift,Bezahlt,Finanzen,EUR
FT661bbd94,SOc37003e2,C12feb9fd,2023-04-13,2023-05-08,624.49,2023-05-08,Überweisung,Bezahlt,Einkauf,EUR
FT4b65df2e,SO26d1edb2,Cf71d2fa1,2024-06-28,2024-08-09,5511.03,2024-08-19,Kreditkarte,Bezahlt,Finanzen,EUR
FTfb42f5d7,SO93ff3625,C4999e9b6,2023-05-30,2023-07-24,24171.19,2023-07-24,Lastschrift,Bezahlt,Einkauf,EUR
FTc1d27bb0,SO23d54b6f,C93c31129,2023-01-25,2023-01-25,396.9,2023-01-30,Überweisung,Bezahlt,Einkauf,EUR
FTa0ffe1a8,SOb20b5513,Cf02cd960,2024-08-13,2024-09-22,455.63,2024-09-27,Kreditkarte,Bezahlt,Finanzen,EUR
FTc0f5b31f,SO6b1c931d,Cb66030de,2023-09-07,2023-09-07,13597.94,2023-09-07,Lastschrift,Bezahlt,HR,EUR
